asin,user_Name,user_Country,reviewText,overall,reviewerID
vNqGbHngNt,Michaela,Ireland (Ai Len),Fantastic location Really friendly staff - allowed us to check in early and organised a private driver also Even told a taxi driver where to drop us off Breakfast was top class - amazing - Hotel room was really big and spacious also clean,5.0,3411
zfDLQyIwfT,Nola,Áo,beautiful homestay with good breakfast and very nice hosts! :),5.0,3751
cR2knOdPZI,Baya,Úc,"Very helpful staff, great value",5.0,549
0odrAZBCVi,Tahlia,Úc,"LOVED EVERYTHING !! - The owner and his staff were so so friendly and welcoming! We arrived on the sleeper bus at 4:30am and there was someone there to greet us and let us into our rooms. - The hostel is VERY easy to find. You honestly can’t miss it. The location is great - Room was very clean and comfortable. Very spacious and nice hot showers!! - We wanted to do the Ha Giang Loop by ourselves without a guide and the owner of Ha Giang Hostel sat with us for half an hour explaining the best routes, which roads to avoid, the best Homestay’s, where to get fuel etc. He honestly made our trip so much simpler. We originally hired the bikes for 5 days but the weather was predicted to start storming so we came back a day early and without even having to ask they gave us our money back for the day we didn’t use! Such a great hostel with the BEST STAFF !!",5.0,4724
tSUS4tlla9,Nan,Myanmar,The Hotel is quite comfortable to find the foods around. The staff are very friendly and convenient for us. To promote safety standards and no blockage walk way to the rooms.,4.0,3574
gNQkH5hi5E,Bogdan,Việt Nam,"The resort is located by the lake, beautiful views from the bungalows. The staff were very nice and helpful. Special thanks to the owner of the hotel - an amazingly friendly and nice lady! The rooms were spacious and we had a balcony overlooking the lake. The bed was comfortable and the rooms were overall clean. Breakfast was very limited, a bit more options would be a good idea.",4.0,638
auInPjBkaj,Alisa,Thái Lan,"The Property is really nice, the location is great, close to the old town but not in the center, so it’s still quiet. They have free bikes, which you can take to go to the beach. The staff is super friendly and welcoming, they give good tips if you need them. They have a buffet breakfast with fresh cooked eggs, a choice of warm meals, bread, musli, fresh fruit and vegetables. Everything you need. They also clean the room for you everyday and bring fresh towels. I would recommend you this Hotel! The stay was amazing and definitely a 10/10. There was nothing really bad. The only thing is, that the Hotel is not that new as it looks on the pictures. But everything is clean, so it’s still a great place.",5.0,190
ICkh3UDTvG,Marc,Hà Lan,"difficult to say. I loved the gym, breakfast, beds. I loved the view. I would recommend a sea view.",5.0,3143
ogDcobDLvz,Deborah,Úc,"Location was great. Staff were friendly and helpful. This hotel hasn't been maintained, first room toilet was not working. Transferred to another room, the bottom of the shower had a large hole resulting in water leaking directly into the floor. Hotel room is overpriced when compared to other hotels in this range. Cancelled a future booking and went elsewhere.",1.5,1155
M67-VHAXu2,Julio,Ireland (Ai Len),"The boat is well maintained and fits the pictures you see The staff was really nice They gave us the wrong room originally but they made up for it by giving us the largest suite. I would maybe think about further activities to offer guests besides kayaking (i. e snorkeling, diving, etc) and maybe provide boardgames for the evening Also maybe make it clearer that there is an additional 3% fee when paying with a credit card or offer to take payment on booking to avoid this.",4.5,2442
21t0Jx-sUH,Anna,Vương Quốc Anh,"central location, balcony- even if facing a busy street but we were given the choice of a back facing room without balcony as well. I wasn’t entirely convinced about the cleanliness of the bedsheets, and the breakfast was rather basic",3.5,346
CRcoK2nQx6,Eldred,Vương Quốc Anh,Very nice Bacon and eggs fruit,4.5,1345
pJgWxamGnh,Emma,Vương Quốc Anh,"gorgeous setting. the rooms are pretty luxurious and feel quite private. Even the bathroom has a stunning view! mosquito nets on the beds was great. Really helpful and fun staff. it’s a bit out of town and down a really muddy little track, but this was great fun on bikes! near to the Trang An boat tour spot.",5.0,1426
FSTOHUd-y0,Stefan,Đức,Beautiful view. The best staff. Awesome Breakfast,5.0,4614
EybqnejWGl,Không tên,Úc,The staff who welcomed us were very friendly and helpful. Hue in particular went out of his way to make sure we were comfortable Nothing,5.0,2659
Ro0sr0zw4d,Ishaan,Ấn Độ,"Excellent property to stay at. Lovely place , great staff and just amazing vibes. Their rooftop is too buzzing",5.0,2055
7JOA0ceC62,Firmino,Canada,The apartment is super nice and equipped with everything I need for a comfortable stay. Lots of convenience store downstairs for quick purchases as well. still as satisfied as before,5.0,1545
vBvVfbq50n,Quoc,Việt Nam,"The room was clean with a beautiful view. The hotel's beach is stunning with crystal water. The restaurant was full of flies but the hotel just kept the food uncovered. Breakfast was poor, and so were lunch meals.",4.0,4048
aS_gzC5mRN,Annika,Đức,"Cute rooms, quiet area but very close to all places in Tam Coc. Very nice and helpful staff.",5.0,375
SFYr4I6szj,Tina,Mỹ,Just like as it was advertised. The dryer did not work.,4.5,4917
6XvNBgQb_A,Ai,Nhật Bản,"Very clean, good services. I like the breakfast with fruit.",5.0,76
rKysB1AwRu,Martin,Việt Nam,"Perfect as always.. very relaxing, clean, quiet.. Nothing to say",5.0,3271
m-9dPGpAn7,Secil,Đức,very stylish and relaxing,5.0,4418
UAz8-fsrLq,Stacy,Vương Quốc Anh,"I really enjoyed my stay in this property, big spacious rooms, staff were incredibly helpful especially Max. Highly recommend a stay here. N/A",5.0,4601
MUQrNqZr9I,Giorgos,Hy Lạp,"amazing experience, excellent location. The stuff is more than polite and ready to help you with everything especially Lily. totally recommend this place for vacation. everything was great",5.0,1687
t7A-draopS,Connor,Nhật Bản,"amazing hotel with all the facilities you could need. the facility is extremely clean, attentive staff and it is in the heart of Hue nothing",5.0,998
uqKBr4QWJf,Kati,Đức,"Located steps away from the beach, overall it s clean There were two layers of sheets on the bed, the first one had a blood stain that got covered with the second layer (see thru) and the pillow.. the breakfast we had booked was very disappointing. We had to order from the menu where they had 4 options or so. We ordered the pancakes and got servered -4 tiny miny ridiculous pancakes with a little bit of honey. They were literally as big as a 3 yo kids hand. The fried eggs had one tomato and two slices of cucumber with a bit of bread. Dunno, but this is no breakfast worth to pay for! … the area is dead! There are some hotels, but it felt like a ghost town. U can chill at the beach and that s it. Beach is small, the rest belongs to other hotels… luckily there is 1 restaurant to have lunch and dinner at. Surprisingly, it was great. Town is 30mins by cab -200. 000vnd",4.5,2541
eJtc2xU5BK,Thư,Việt Nam,"Supportive staff, affordable price not really near the city center, no window",3.5,4885
y2KwGKzcVp,Marlon,Việt Nam,The place was really amazing. The beach front is so nice. All the Staffs are very friendly and accommocating. Shout out to Ms. Hoai Nhan at the Reception and Ms. Tuyet Nhung from the breakfast area. They made the stay much more accommodating.,5.0,3257
CrCzPDR4aB,Karen,Singapore,"We booked 4 nights stay in a room with private shower/toilet but it had problem with the water supply for 2 nights. The reception suggested we use the common toilets while they have it fix soon, happy to have it fixed by 3rd night :) The TV in the room was spoilt but we are ok with it. All the staff were very friendly and incredibly helpful. We had problem communicating with a Grab driver who missed locating us at the main entrance and a staff came to help us and walk us to the Grab driver who parked his car far down on the adjacent street. It will be great if we can borrow/ rent simple appliance like hair dryer :)",4.0,2501
CRcoK2nQx6,Raquel,Tây Ban Nha,"We like the most the staff, always ready to help. Also the swimming pool They have 2 buildings, in the second one there is no elevator.",4.5,4113
ZDzlMAT-4I,Yuliia,Ukraine,"I would like to mentioned that room was nice and a soft mattress. The room was super clean. It is close to the beach and different restaurants and coffee shops. Stuff was helpful. It's also eco-friendly hotel, they don't use plastic trash bags, only newspapers. I didn't like the noise from the construction at 7 am just right behind the door. I have no idea why the price on the rooms were still high due to the constructions, also the door is very thin. I asked stuff to make a deal with the construction workers or change the room or give me money back. They changed the room the same day without any concern, but even in the other room i could still hear the noise. So if you travel with kids or you want to have enough sleep i would checked other places.",3.5,5342
